id,date,value,x,y
123601,02/07/2017,236.0,46.1049798,7.075533399999999
123604,02/07/2017,91.0,9.081999,8.675277
124423,01/07/2017,18.0,46.4737546,6.416838800000001
124424,01/07/2017,29.0,47.44181220000001,7.7644002
123610,01/07/2017,16.0,51.3127114,9.4797461
123611,01/07/2017,224.0,14.497401,-14.452362
124422,01/07/2017,682.0,46.331734,8.800452900000002
124425,30/06/2017,115.0,46.8027453,9.835970099999999
124426,30/06/2017,115.0,46.8027453,9.835970099999999
124430,30/06/2017,166.0,60.47202399999999,8.468945999999999
124428,30/06/2017,17603.0,46.227638,2.213749
124434,30/06/2017,1573.0,35.86166,104.195397
124433,30/06/2017,64.0,22.396428,114.109497
124432,30/06/2017,17603.0,46.227638,2.213749
124431,30/06/2017,2.0,63.4305149,10.3950528
124429,30/06/2017,40.0,62.27864750000001,12.3401709
124410,29/06/2017,6.0,55.604981,13.003822
124412,29/06/2017,40.0,62.27864750000001,12.3401709
124411,29/06/2017,293.0,60.12816100000001,18.643501
124413,29/06/2017,7823.0,46.5613135,6.536765
124409,29/06/2017,620.0,46.2331221,7.360625999999999
124415,28/06/2017,620.0,46.2331221,7.360625999999999
125294,28/06/2017,620.0,46.2331221,7.360625999999999
125293,28/06/2017,3548.0,46.1904614,7.5449226
124414,28/06/2017,3548.0,46.1904614,7.5449226
125291,28/06/2017,875.0,36.204824,138.252924
125296,28/06/2017,52.0,16.6487427,-72.1972175
125304,28/06/2017,6160.0,37.09024,-95.712891
125297,28/06/2017,318.0,46.3832683,6.2347852
125303,28/06/2017,17603.0,46.227638,2.213749
125298,28/06/2017,40.0,62.27864750000001,12.3401709
125299,28/06/2017,51.0,55.6760968,12.5683372
125300,28/06/2017,186.0,56.26392,9.501785
125305,27/06/2017,88.0,-3.4653053,-62.21588049999999
124928,27/06/2017,88.0,-3.4653053,-62.21588049999999
124932,27/06/2017,6.0,55.604981,13.003822
124930,27/06/2017,40.0,62.27864750000001,12.3401709
124931,27/06/2017,293.0,60.12816100000001,18.643501
